item_id	i_category	i_brand	r_complement	r_substitute
1159	28	287	[]	[2267, 823]
1587	1	0	[1254, 484]	[]
1254	1	1	[1983, 2159, 1158, 14, 176, 686, 2164, 559, 25, 507, 1231, 720, 760, 1295, 566, 1587, 1283, 2139, 484, 360]	[]
1386	10	0	[1757]	[]
1309	3	59	[1277, 1901, 418, 1924, 1091, 1815, 1061, 1190, 1099, 161, 741, 314]	[1999, 1277, 730, 1901, 418, 435, 1924, 1091, 755, 1061, 1815, 1099, 741]
1345	3	59	[451, 1464, 1901, 418, 435, 1924, 1091, 1525, 1061, 1615, 1190, 1111]	[1999, 1277, 730, 1901, 435, 1091, 1061, 1525]
1209	9	12	[45, 1163, 1118, 902, 1242, 161, 23, 1087, 1666, 344, 377, 427, 488, 1080, 2017, 558, 167, 703, 1615, 411, 837]	[1080, 1658, 931, 427, 1163, 1118, 1450, 902, 703, 1242]
1315	10	288	[1813, 649]	[]
1759	17	0	[2159, 2078, 1856, 561, 176, 531, 2086, 1067, 476, 577, 559, 652, 635, 1292, 507, 922, 490, 566, 460, 496, 508, 1902, 2027, 22]	[2078, 1292, 507, 460, 1902, 496, 2086, 2027]
1304	9	289	[486, 344]	[486, 344, 862, 893]
1336	10	137	[1668]	[]
1251	8	45	[492, 155, 725, 103, 106, 1762, 1736]	[492, 155, 106, 1762, 2094]
1469	10	230	[1306, 2190, 580, 1874, 54, 209, 1417, 273, 2358]	[]
1306	10	230	[1957, 2190, 836, 1874, 1469, 1138, 54, 209, 1417, 1156, 1717, 2358, 1197]	[]
1874	10	230	[1306, 2358, 1469]	[]
1443	10	230	[54, 2358, 1949, 1985]	[]
1703	10	15	[]	[]
1417	10	230	[1957, 1306, 2190, 1469, 54, 209, 273, 204, 2358, 1197]	[]
2190	10	230	[1957, 1862, 1986, 1781, 438, 836, 828, 2017, 1469, 54, 209, 1417, 1156, 1717, 900, 2358, 1197, 79]	[]
2139	8	290	[760, 1158, 857, 1273, 976, 183, 452, 154, 2085, 531, 494, 335, 1098, 1259]	[760, 1283, 1273, 452, 154, 1098]
1851	26	0	[927, 2377, 451, 1460, 993, 161, 1305, 1827, 1045, 2174, 1899, 2081, 1900, 739, 266, 572, 694, 1618, 1122, 1112, 1579, 660, 1665, 2017, 1619, 1382, 434, 411]	[1663, 2037, 2055, 993, 2103, 1618, 739]
1732	26	291	[680]	[]
2246	17	80	[1026, 451, 1886, 2159, 1460, 176, 1404, 686, 1342, 2155, 23, 980, 1024, 507, 1268, 1432, 922, 720, 1942, 733, 572, 281, 230, 892, 508, 204, 1296, 1122, 2017, 1076, 1902, 973, 994, 22, 1389, 1289, 777]	[2242, 1026, 281, 1404]
1533	11	0	[1380, 383, 381, 455, 382, 384]	[]
1738	11	6	[2159, 2087, 1342, 977, 1447, 1573, 980, 184, 572, 1647, 2259, 2017, 1181, 211, 1619, 1608, 411, 1893, 960]	[]
1321	11	6	[927, 2087, 1447, 1573, 1558, 1779, 271, 230, 2252, 1647, 2108, 1013, 1614, 2017, 1181, 473, 1913, 1619, 1893, 960]	[]
1558	11	6	[655, 1057, 2087, 1805, 2117, 1447, 448, 271, 230, 1647, 1193, 1013, 1614, 1321, 2017, 1181, 473, 1934, 1289, 1893, 960]	[]
1614	11	6	[1057, 759, 2087, 1669, 1805, 1003, 1032, 1447, 1558, 271, 1647, 1193, 1013, 1321, 1181, 473, 91, 1934, 1893, 960]	[]
1698	20	0	[1843, 310, 808, 973, 1608, 411]	[]
1349	3	292	[1734, 179, 333, 211, 1745, 1768, 960, 32]	[1018, 1977, 1745, 1734]
2032	8	44	[1389, 2078, 1856, 176, 1498, 325, 106, 531, 2086, 1609, 1045, 23, 635, 1016, 1292, 990, 507, 2160, 170, 744, 720, 1291, 230, 1400, 892, 460, 496, 204, 675, 1855, 1112, 1890, 1320, 1945, 21, 1902, 1615, 2027, 22, 1797, 1289, 1937]	[2098, 1856, 2050, 89, 1588, 780, 666, 2184, 33, 2093, 1421, 2142, 2061, 620, 145, 2054, 2053, 675, 1320, 533, 1937]
1567	19	293	[1590, 1448]	[1584]
1160	18	153	[]	[1121, 2119, 1207, 408, 1087, 552, 399]
1876	3	13	[798, 266, 2017, 418, 211, 1753, 21, 352, 1193, 32]	[]
1314	0	0	[1452, 1514, 830, 1622]	[]
1178	11	2	[1776, 2100, 1068, 1581, 2140, 418, 282, 1489, 1865, 2084, 1615, 395, 1604, 994, 280, 977]	[]
1247	9	12	[]	[902]
1225	6	2	[927, 746, 1555, 1988, 1995, 287, 486, 208, 683, 293, 424, 1909, 1290, 513, 571, 395, 1054, 1224, 2017, 667, 1191, 1970]	[]
1777	8	54	[760, 476, 648, 98, 1512, 1291, 1856, 1016, 1292, 183, 1588, 1932, 531, 2027, 22, 636, 1636, 1067]	[648, 1512, 1291, 1292, 183]
1626	8	39	[1930, 1406, 1498, 1411, 106, 1827, 314, 692, 23, 652, 635, 1292, 1343, 1151, 1845, 922, 720, 1908, 433, 1495, 806, 775, 1320, 2095, 21, 434, 1596, 22, 1389, 1289]	[1930, 806, 864, 1498, 1411, 1151, 1410, 1495, 1596, 36, 1543, 314, 1540]
1498	8	39	[2159, 1856, 176, 325, 531, 2086, 527, 1067, 314, 2164, 476, 1464, 23, 652, 635, 486, 1292, 1343, 507, 1268, 720, 1540, 566, 496, 508, 1063, 557, 2095, 1596, 2027, 22]	[1930, 1626, 176, 1411, 325, 314, 23, 652, 1292, 1151, 507, 1268, 720, 1540, 566, 1495, 864, 1543, 806, 1063, 2095, 1596, 2027, 22, 1289]
1447	11	6	[2087, 2176, 1342, 977, 23, 1558, 1900, 1974, 798, 1647, 2108, 1013, 849, 1321, 2259, 2017, 1181, 21, 1608, 973, 1586, 1893, 960, 1735]	[]
1280	17	52	[627, 1912, 23, 2017, 2133, 208, 973, 1845, 1382, 1243]	[627, 595, 1843, 572, 1712, 1138, 808, 973, 1243, 411]
1491	14	37	[451, 722, 157, 266, 1460, 333, 350, 211, 1753, 234, 762, 290, 327, 894, 739]	[1213, 1212, 179, 1838, 234, 762, 894]
1201	2	3	[]	[]
1195	2	0	[]	[]
1218	2	3	[982, 595, 1823, 1976, 898, 1063, 1206, 1815, 1475, 2083, 922]	[595, 1047, 1464, 418, 1976, 898, 2144, 1206, 1063, 513]
1203	2	0	[]	[595, 1464, 1823, 693, 434, 1218]
1271	2	0	[]	[]
1199	2	3	[1912, 805, 1845, 496, 2090]	[1289, 1912, 418]
1591	13	108	[2105, 2109, 1455, 2248, 91]	[]
1214	2	3	[]	[]
1223	2	3	[]	[]
1206	2	3	[1464, 1418, 418, 1976, 898, 1613, 1475, 434, 1218, 1651]	[1100, 1823, 1976, 2144, 898, 1613, 2083, 1218]
1248	6	164	[1413, 1763, 1918, 1941, 1337, 1642]	[]
1286	2	294	[655, 1886, 2159, 1474, 1537, 1107, 176, 1342, 161, 1536, 1045, 23, 486, 698, 1899, 208, 1331, 839, 1845, 344, 255, 744, 668, 1380, 1912, 550, 572, 207, 230, 1400, 204, 643, 418, 2017, 1181, 20, 1532, 278, 1939, 21, 973, 1615, 411, 994, 1289, 777]	[1297, 655, 1380, 2065, 2017, 278, 491, 538, 973, 184, 547, 255]
1559	8	0	[1525, 543, 1498, 1901]	[1626, 1901, 1126, 1498, 1525, 543, 1540]
1714	2	0	[]	[2017, 184, 1286, 491]
1484	19	295	[2001, 1869, 915, 1936, 1727, 1022, 1758, 2204, 1129, 1494, 1666, 344, 1348, 1413, 2110, 1300, 1552, 1590, 1656, 1070, 1076, 258, 529, 1962, 1657]	[925, 206, 614, 1952, 915, 1739, 2310, 1552, 2000, 1399, 2417, 1255]
1380	2	294	[1886, 1537, 551, 1988, 1286, 1342, 161, 1536, 1998, 1125, 1103, 23, 980, 486, 1881, 208, 1666, 507, 839, 683, 184, 1577, 1144, 744, 1912, 710, 230, 1400, 2092, 1142, 2064, 1890, 418, 2017, 1789, 1191, 2135, 196, 973, 1289, 1177]	[1297, 655, 2065, 378, 2017, 1592, 278, 491, 538, 184, 547, 1286, 255]
1347	6	0	[914, 1858, 1372]	[1177, 1858, 1763, 1248, 914, 1918, 1372, 1337, 1642, 1458]
1337	6	0	[2017, 1506, 1926, 1858, 1414, 1248, 1642]	[]
1414	6	0	[2017, 1506, 1926, 1763, 1337, 1642, 1177]	[]
1642	6	296	[1176, 2017, 1926, 408, 1858, 1639, 1337, 12, 1177]	[]
2109	13	108	[2100, 1447, 2198, 2101, 1800, 1558, 2087, 91, 1669, 1032, 1847, 1591]	[]
2101	13	108	[]	[1776, 1956, 2105, 613, 2107, 2109, 1455, 2248, 926, 129, 405, 1428, 1681, 1947, 464, 1944, 1591, 1735]
2154	9	12	[328, 747, 1244, 1181, 483]	[1946, 328, 796, 747, 1070, 1494, 167, 2069, 158, 729, 1666, 2202, 344, 1038, 483, 69, 1461]
1774	6	0	[1057, 2087, 1805, 1342, 978, 1447, 1573, 1558, 230, 1647, 1013, 1614, 2259, 1662, 2017, 1181, 1532, 973, 1893, 960]	[]
1278	2	3	[]	[]
1277	3	59	[1061, 1091, 1111]	[1061, 435, 730, 1091]
1390	4	297	[2001, 1707, 1911, 1869, 285, 915, 1936, 1727, 1022, 1471, 1758, 2204, 1461, 1129, 1494, 698, 344, 1972, 1484, 1348, 1413, 935, 482, 837, 253, 2110, 483, 1552, 1775, 1023, 1453, 509, 1656, 2017, 1076, 1482, 258, 2202, 1891, 2151]	[2001, 1707, 1927, 1911, 1869, 1727, 1022, 2204, 977, 628, 838, 1972, 917, 1348, 1660, 1413, 1552, 1656, 1483, 529, 2151]
1573	6	97	[1586, 2087, 1342, 978, 1609, 1447, 23, 359, 342, 230, 456, 1647, 1013, 1738, 1328, 1321, 1031, 2017, 1662, 1181, 418, 1913, 1289, 1893, 960, 837]	[]
1320	8	45	[731, 1319, 637, 1856, 1945, 497, 2088, 1620, 732, 260, 1797, 1488]	[2098, 1856, 497, 1588, 260, 637, 1636, 1319, 620, 1620, 675, 1488, 731, 1512, 2032, 1945, 2088, 732, 636, 1937]
1495	8	39	[1912, 1626, 1498, 973, 1268, 2083, 1543, 1596]	[1626, 1498, 1525, 1596, 1543, 556]
1984	5	272	[1330, 2159, 788, 106, 1807, 629, 1101, 1486, 924, 1202, 23, 705, 408, 815, 2169, 673, 674, 1721, 22, 230, 2067, 1329, 2167, 605, 2247, 488, 1842, 558, 2178, 1216, 1027, 2056, 973, 346, 1389]	[1330, 1807, 1951, 629, 924, 321, 1202, 1700, 2169, 673, 674, 1721, 1831, 2067, 1329, 2167, 2247, 1599, 488, 1115, 2178, 1216, 1027, 346]
1887	9	298	[]	[]
1249	2	3	[]	[]
1622	6	108	[1514, 1529, 1452, 830, 803, 465]	[]
1534	6	2	[2222, 1713, 1995, 1342, 1674, 23, 282, 184, 255, 778, 1695, 1912, 1888, 353, 1400, 549, 404, 1647, 643, 1021, 172, 1662, 1181, 2017, 1191, 2162, 1382, 434, 1020, 777]	[]
1627	11	7	[1267, 1869, 1558, 107, 291, 2108, 960, 2117, 239]	[]
1312	1	0	[445, 451, 1886, 45, 1107, 176, 1286, 1342, 161, 1536, 1998, 1067, 577, 1045, 23, 486, 698, 208, 1331, 340, 1898, 344, 170, 744, 1912, 550, 471, 63, 207, 694, 805, 1888, 230, 1400, 214, 204, 1855, 1122, 418, 2017, 2156, 298, 20, 1532, 1913, 1619, 21, 1711, 973, 1382, 1615, 411, 994, 22, 1289, 837]	[]
1313	7	0	[2058, 1635, 207, 2017, 142, 1939, 184, 2263, 2016]	[]
2025	8	147	[2262, 659, 2078, 1342, 2155, 314, 2268, 1103, 735, 23, 1292, 507, 1752, 974, 769, 2351, 1897, 892, 845, 496, 2027, 2012, 479, 2331, 1579, 1628, 389, 1186, 21, 2296, 1014, 1389, 1289]	[2394, 1628, 1579, 389, 479, 1752, 892, 845, 2155, 1389, 2012, 769]
2065	2	0	[2052, 2218, 1988, 1342, 187, 577, 23, 1534, 980, 486, 1881, 208, 1666, 507, 1845, 184, 1577, 2212, 1144, 1176, 778, 532, 796, 424, 549, 388, 483, 2092, 1021, 589, 1054, 2017, 1789, 1191, 196, 2162, 973, 2227, 1020]	[1297, 655, 1380, 378, 2017, 558, 1592, 941, 398, 278, 491, 538, 547, 1286, 184, 255]
1476	16	50	[2159, 952, 1326, 811, 1692, 1342, 1536, 1816, 314, 1045, 1910, 23, 486, 208, 1577, 293, 1912, 550, 733, 207, 1888, 230, 1400, 1562, 204, 1080, 2017, 2156, 973, 1615, 434, 994, 1289, 988]	[1024]
1361	17	50	[1474, 1326, 1401, 1342, 1045, 23, 838, 208, 1024, 222, 230, 391, 2017, 1842, 1922, 2006, 973, 411, 1289]	[]
1750	5	299	[474, 478, 163]	[]
1690	6	0	[1534, 2017, 1191, 2227, 1020, 1021]	[]
1382	1	8	[451, 1886, 2159, 45, 176, 325, 1342, 1536, 1067, 1609, 1045, 736, 23, 789, 486, 1899, 208, 1331, 507, 340, 170, 1900, 922, 1912, 572, 207, 694, 1078, 22, 230, 1400, 388, 1896, 214, 850, 204, 1855, 328, 418, 2017, 2156, 1913, 1619, 21, 1711, 973, 1615, 411, 994, 1344, 1289]	[]
1901	2	59	[418, 1091, 1525, 1815, 1061, 1845]	[730, 1091, 1525, 1061, 1815]
1451	3	300	[363, 195, 1139]	[195, 1139, 965, 1120, 363]
1394	17	36	[59, 721, 176, 1404, 2086, 1067, 314, 2164, 635, 2063, 1292, 1024, 507, 982, 281, 1295, 1613, 2017, 1063, 2136, 2246, 1902, 434, 2420, 2027]	[2063, 281, 2246, 2335, 2242, 2420, 1404, 2360]
1521	20	301	[]	[]
1610	13	0	[211, 458, 2323, 2200, 1608, 2311, 2356, 960, 1974]	[1776, 326, 699, 889, 1068, 2205, 1604, 2076, 2238, 2248, 926, 1630, 265, 812, 324, 2194, 1944, 1735]
1593	2	302	[2159, 45, 2078, 176, 1498, 1411, 325, 686, 1125, 527, 314, 692, 23, 507, 2081, 922, 720, 1912, 230, 496, 508, 2027, 2017, 1063, 21, 1902, 434, 2083, 22, 1389, 1289, 777]	[561, 686, 507, 508, 22, 1125, 314, 922]
2224	9	12	[1532, 483]	[1666]
1275	18	12	[1339, 1323, 661]	[1339, 23, 807, 661, 1561, 1323]
2029	3	303	[731, 1319, 1908, 1320, 497, 976, 2088, 1620, 1797, 1636, 1488]	[]
1363	11	2	[1380, 1695, 1534, 1037, 1034, 1191, 1713, 1286, 1020, 1674, 1021]	[]
1449	4	3	[788, 2355, 1420, 1431, 1440, 1477, 838, 698, 833, 344, 1790, 1424, 1444, 917, 1660, 293, 157, 558, 1448, 1427, 1670, 837]	[1444, 1440, 788, 157, 1419, 698, 832, 1448, 1790, 1420, 1424, 1427, 1431, 1670]
2119	8	64	[23, 674, 1779, 21, 204, 488]	[1121, 1207, 408, 1087, 1548, 552, 1160, 399]
1416	11	8	[1380, 1447, 2017, 1967, 2311, 1286]	[]
1739	19	304	[445, 595, 1886, 747, 1869, 285, 1936, 1022, 1758, 2204, 977, 1129, 1494, 1779, 1666, 2310, 344, 917, 1660, 1413, 2110, 483, 1552, 509, 1656, 2017, 1482, 1076, 298, 1598, 529]	[925, 206, 614, 1952, 915, 1399, 2310, 1552, 2000, 2204, 1484, 2417, 1255]
1939	6	2	[927, 2377, 1886, 759, 830, 176, 136, 1988, 1535, 1342, 1674, 314, 23, 1569, 448, 1489, 1892, 184, 1944, 575, 2369, 532, 471, 572, 230, 1127, 1919, 1581, 2017, 1181, 1592, 278, 411, 1849, 22, 837]	[]
1303	9	164	[451, 362, 1342, 161, 23, 1924, 1099, 1571, 388, 204, 741, 418, 298, 1091, 1532, 1815, 973, 1615, 1190, 411]	[1045, 331, 1924, 1091, 1615, 1099, 161]
1517	11	0	[1316, 139, 1661, 1222, 1177, 1506, 1391, 1858, 1763, 1248, 1941, 1458, 12, 1710, 1642, 1372]	[]
1316	11	8	[1222, 139, 1177, 2009, 1506, 1858, 1763, 914, 1372, 1941, 1337, 1642, 1458]	[]
1512	8	54	[1777, 1158, 2078, 335, 1856, 531, 260, 2029, 476, 559, 635, 1016, 1292, 507, 1636, 1319, 1291, 183, 1295, 496, 1488, 731, 1320, 1945, 2088, 1902, 2027, 636]	[1777, 2098, 1856, 637, 1320, 183, 89, 1588, 145, 636, 1636]
1751	8	0	[1389, 2078, 1856, 1588, 260, 559, 635, 1016, 1292, 720, 1291, 183, 1932, 496, 2178, 558, 1902, 2027, 636]	[2184, 1272, 33, 2142, 636, 2098, 89, 1588, 145, 2053, 1215, 651, 2093, 780, 675, 666, 2145, 1937]
1676	26	211	[]	[1663, 993, 2103, 1677, 1408, 1684]
1894	7	4	[]	[1877, 1511, 2414, 653, 1313, 1041, 2329, 142, 2048, 2263, 1678, 1974, 1168, 277, 1968, 1635, 310, 2051, 458, 1608, 419, 2200]
1668	10	137	[451, 1321, 659, 1781, 471, 1460, 1689, 836, 1919, 2017, 21, 973, 1332, 1336, 1342, 1944, 744]	[]
1613	4	0	[982, 1705, 1464, 1823, 1908, 2136, 434, 957, 2083, 36, 1942]	[982, 1464, 984, 1233, 1823, 898, 2144, 2083]
1823	4	0	[1464, 1100, 1406, 1107, 1908, 898, 183, 1498, 1063, 1815, 1613, 693, 314, 434, 2083, 36, 1651, 1942]	[982, 1464, 2144, 898, 1063, 1613, 693, 434, 2083, 314]
1372	11	8	[1176, 1316, 139, 1222, 1506, 1391, 1858, 1918, 1941, 1458, 12, 1177]	[]
1433	11	8	[1176, 139, 1506, 1391, 1858, 1918, 1458, 12, 1177]	[875, 1627, 2320, 2052, 1166, 1973, 2317, 914, 1833, 2036, 884, 2045, 2117, 1878, 1316, 1764, 2250, 1523, 2327, 1479, 1836, 638, 1909, 2215, 1353, 1710, 1834, 1372, 1222, 2217, 2009, 367, 2171, 1605, 2059, 1517, 708]
1752	8	147	[2262, 659, 2155, 2295, 2397, 2115, 2268, 1103, 2324, 25, 507, 2081, 2351, 769, 1897, 1130, 1294, 845, 2331, 479, 2221, 1628, 1186, 2319, 2296, 2025, 1014, 1389]	[2394, 735, 1628, 389, 1897, 769, 479, 1130, 2296, 1294, 845, 2025, 1014, 2155, 2397, 2331, 2351, 2268]
1429	4	3	[321, 293, 1419, 788, 173, 1448, 1420, 981, 1427]	[1444, 1419, 788]
1419	4	3	[1440, 1429, 1449, 1424, 1420, 1427, 2151]	[1444, 1440, 1477, 1429, 1449, 1524, 1448, 1424, 1420, 1790, 1427, 1431]
1358	11	7	[1906, 1380, 378, 1527, 1766]	[]
1475	2	59	[595, 1886, 1047, 45, 1107, 1206, 325, 1342, 2155, 1218, 314, 1045, 1464, 23, 208, 1845, 344, 1144, 744, 1912, 1418, 898, 1400, 850, 204, 643, 994, 418, 2017, 1976, 1619, 1815, 21, 2006, 973, 1615, 434, 411, 2083, 1389, 1289, 1651]	[595, 1047, 1464, 1912, 1418, 513, 1107, 418, 2144, 1815, 850, 606, 1651]
1418	2	59	[595, 1047, 232, 721, 2299, 1498, 314, 1464, 23, 1589, 922, 898, 2144, 1475, 513, 1613, 418, 1976, 2136, 109, 434, 2083, 1651]	[982, 595, 1047, 1464, 1823, 898, 2144, 1815, 1475, 2083]
1353	11	7	[323, 341, 1105]	[]
1364	11	7	[341, 323, 1380, 1917, 378, 1465, 1105, 1353, 1605, 1286]	[]
1409	26	0	[]	[2037, 1851, 1675, 2055, 1953, 1408, 1684, 2255, 1407, 739]
1356	11	7	[1609, 1839, 2017, 1606, 1542, 1400, 1619, 1833, 973, 1003, 1362, 1468, 1142]	[]
1362	11	7	[378, 1839, 2017, 1356, 1606, 1542, 973, 1342, 1468, 204, 1134, 1289, 1142, 411]	[]
1427	4	3	[293, 1440, 157, 838, 698, 964, 1449, 529, 1448, 1790, 1420, 1444, 1424, 1431, 1670, 917]	[1444, 1440, 788, 1449, 1448, 1424, 1420, 1790, 1431]
1420	4	3	[164, 1436, 1431, 1440, 838, 1429, 832, 846, 1424, 1444, 917, 868, 293, 1413, 1552, 1419, 1449, 1448, 1427, 1670]	[1440, 1419, 1449, 832, 1424, 1448, 1444, 1427, 1431]
1424	4	3	[1440, 157, 698, 1524, 1449, 1448, 1790, 1420, 1444, 1427, 1431, 917]	[1440, 788, 1449, 1524, 1448, 1420, 1444, 1427, 1431, 917]
1440	4	3	[293, 157, 838, 698, 1449, 1448, 1790, 1420, 1444, 1471, 1424, 1431, 1427]	[1449, 1448, 1420, 1790, 1424, 1444, 1427, 1431]
1444	4	3	[293, 509, 1440, 157, 698, 1449, 529, 2355, 1448, 1790, 1420, 1424, 1427, 1431]	[1440, 788, 1419, 1429, 1449, 2355, 832, 1448, 1424, 1420, 1427, 1431, 917]
1431	4	3	[788, 313, 1420, 2204, 1440, 23, 838, 698, 1790, 1424, 1444, 954, 917, 867, 1660, 293, 157, 964, 1552, 981, 834, 558, 1524, 1449, 1448, 1427, 1670, 837]	[1440, 788, 1670, 838, 698, 1449, 1524, 2355, 832, 1448, 1424, 1420, 1444, 1790, 1427, 917]
1448	4	3	[1440, 1567, 838, 698, 1427, 1449, 832, 1790, 1420, 1444, 1424, 1431, 1670]	[1440, 788, 1449, 832, 1424, 1420, 1444, 1427, 1431]
1768	3	305	[122, 451, 2159, 1628, 266, 1283, 1018, 686, 301, 434, 314]	[122, 1653, 301]
1428	13	8	[960, 927, 2100, 1127, 2140, 1455, 2076, 880, 1630, 1735, 1032, 1944, 1669, 977]	[]
1470	11	7	[2008, 1466, 1859, 1527, 378, 1836, 2017, 208, 973, 1142, 2131, 1861]	[]
1465	11	7	[2008, 1466, 378, 1527, 1142, 1861]	[]
1542	6	7	[1886, 23, 2403, 208, 82, 271, 255, 1912, 378, 572, 435, 230, 1400, 1480, 1468, 643, 1142, 418, 2017, 1356, 558, 1181, 973, 1362, 1382, 411, 994, 1289, 777]	[]
1466	11	7	[1859, 1527, 1465, 1833, 1142, 2131]	[]
1468	11	7	[2217, 1836, 1356, 1800, 1606, 1542, 1830, 1362, 548, 1944, 1865]	[]
1350	7	7	[1665, 23, 2200, 2380, 1641, 411, 1290, 346, 1067, 1701]	[2038, 1025, 621, 1643, 1040, 2380, 1359, 1641, 1646, 1813, 1701]
1359	7	7	[]	[]
1680	17	50	[23, 2017, 973, 362, 513, 1432]	[1026, 1844, 1744, 281, 1404, 2246, 1432, 1298]
1455	13	8	[927, 2100, 1181, 2087, 1428, 1630, 2075, 1681, 1032, 1944, 1669, 1591]	[]
1430	7	0	[1514]	[]
1570	11	6	[1780, 139, 2017, 1966, 2007, 2176, 1785, 2112, 2002, 2019, 960, 2117, 1479]	[2179, 2052, 1601, 2222, 2176, 1833, 2181, 2117, 1316, 1748, 1558, 1479, 1780, 1836, 1470, 1839, 1909, 2215, 2092, 1710, 1416, 1875, 1321, 2140, 1766, 2264, 2059, 1770, 960, 2079]
1479	11	6	[960, 1013, 1042, 1570, 2017, 1748, 2137, 1181, 1966, 2007, 1785, 1608, 2112, 2002, 2019, 2117, 2091]	[]
1496	5	0	[]	[426, 474, 163, 190, 470]
1644	7	5	[1338, 217]	[]
1709	11	0	[1724, 1723]	[]
1892	6	2	[2179, 1045, 1919, 1127, 789, 1290, 2017, 558, 805, 299, 230, 1939, 1615, 255]	[]
1724	11	98	[1673, 1709, 1728, 1718]	[]
1723	11	0	[1380, 1801, 1718, 2206, 1728, 1673, 1709, 960]	[]
1673	11	98	[1723, 1728]	[]
1569	11	2	[2100, 1781, 1581, 2017, 1592, 698, 1489, 1985, 1939, 1535, 1849, 91, 1134, 1669, 977]	[]
1578	11	2	[1054, 1224, 1555, 1988, 1995, 1225, 1970, 571, 187]	[]
1535	11	2	[927, 2377, 1886, 659, 1032, 653, 1489, 2103, 1944, 1134, 1865, 1127, 1919, 1581, 2140, 2017, 1939, 1753, 973, 1849, 2227]	[]
1489	11	2	[2369, 2100, 1581, 1569, 2017, 1939, 1849, 2162, 1134, 1535, 1193, 1032, 1816, 977, 411]	[]
1648	13	306	[678, 2100, 972, 1581, 68, 1181, 2248, 405, 1805, 1934, 1735, 1032, 1944, 851, 1669, 977]	[1776, 2205, 2389, 2105, 2109, 2238, 1455, 2248, 1840, 387, 405, 1428, 324, 1947, 464, 128, 1944, 1735]
2160	9	89	[451, 1886, 2159, 1474, 45, 176, 1342, 1998, 1609, 1045, 736, 23, 789, 208, 1331, 1666, 255, 1900, 744, 668, 1912, 550, 572, 207, 694, 230, 1400, 388, 850, 204, 643, 1890, 1662, 2017, 418, 20, 1913, 1619, 21, 1922, 973, 1382, 1615, 411, 1289, 994, 22, 1332]	[1886, 176, 1639, 1342, 161, 1536, 1609, 1045, 736, 23, 486, 1879, 1331, 207, 694, 1400, 230, 1571, 204, 1890, 1662, 298, 20, 1532, 1913, 21, 973, 1615, 994, 1289]
2112	6	6	[2137, 448, 1181, 1078, 2007, 727, 642, 592, 2002, 2263, 184, 2019]	[]
2081	9	179	[451, 1886, 176, 1593, 686, 1342, 1536, 2397, 2321, 1045, 736, 23, 2324, 486, 1899, 1752, 922, 769, 572, 207, 694, 230, 1400, 845, 2306, 1137, 204, 479, 2090, 1122, 1628, 1665, 1662, 2017, 418, 2133, 1619, 973, 1828, 1615, 411, 994, 22, 1289]	[2321, 1628, 1694, 2324, 2133, 1137]
1494	19	115	[2001, 595, 747, 1869, 285, 1905, 1987, 1022, 1933, 1758, 2204, 1129, 23, 1348, 1413, 2070, 253, 1552, 1794, 328, 1656, 2017, 1070, 1076, 258, 1483, 2202, 1962, 1289]	[747, 1962, 158, 1666, 2202, 344, 1038, 483, 1933, 781, 69, 1602]
1539	13	307	[926]	[]
2387	2	0	[1563, 1777, 1930, 1856, 176, 1498, 1404, 1411, 314, 2164, 1254, 23, 652, 1292, 507, 1268, 922, 720, 1295, 263, 1296, 1587, 806, 450, 2017, 1283, 546, 109, 574, 434, 2420, 2027, 22]	[2413, 2386, 2420, 2388, 1404, 2360, 2164]
1608	7	0	[2052, 1833, 1342, 1536, 1776, 142, 208, 1666, 2263, 184, 1944, 572, 207, 1839, 1949, 1142, 411, 1635, 2017, 1610, 960]	[]
1425	21	0	[]	[]
1701	4	7	[2380, 1350, 1359, 1641]	[2038, 1350, 621, 1643, 2380, 1359, 1641]
1641	6	7	[1350, 2090, 2380, 1359, 1701]	[2038, 1350, 1025, 621, 1643, 2380, 1359, 1701]
2019	6	6	[655, 1912, 2137, 572, 2017, 1181, 2007, 592, 82, 2002, 2112, 1647]	[1780, 276, 1042, 2137, 2007, 1785, 592, 2112, 2002, 2091, 1479]
1545	8	88	[]	[]
1439	19	79	[]	[]
1720	21	308	[]	[1698, 681]
1523	11	8	[139, 1764, 1907, 1832, 1696, 1791]	[]
1507	11	8	[1380, 1907, 1832, 184, 1286, 1696, 1791]	[]
1813	7	6	[2265, 270, 1779, 1315, 584, 1726, 1300, 2223]	[1350, 1025, 972, 1869, 621, 1643, 270, 336, 2380, 1003, 1359, 584, 1646, 1300, 2223, 108, 977, 1726]
1786	19	0	[486, 1590, 943, 1567]	[1584]
1749	8	41	[760, 1705, 743, 1746, 402, 718, 1131, 1594, 987, 512, 1004, 609, 314]	[743, 1594, 987, 512, 1004, 718]
1519	35	77	[211]	[]
1907	6	8	[2316, 2058, 2017, 1832, 184, 1696, 1791, 2327]	[]
1791	6	8	[2316, 2058, 381, 2017, 1181, 727, 1907, 1832, 184, 382, 1896, 12, 2045, 1696, 2327]	[]
1832	6	8	[2316, 1413, 2058, 381, 2017, 455, 1907, 184, 382, 12, 1696, 1791, 2327]	[]
1643	7	5	[602, 1460, 1338, 572, 1087, 434, 411, 346]	[1083, 1350, 1025, 621, 1128, 1338, 1040, 1359, 1086, 1646, 1644, 1813, 977]
1671	8	9	[1901, 1773, 1498, 1351, 1525]	[1930, 1773, 717, 891, 1498, 1351, 1525, 864]
